type	modified	license	rightsholder	accessrights	bibliographiccitation	references	institutionid	collectionid	datasetid	institutioncode	collectioncode	datasetname	basisofrecord	informationwithheld	datageneralizations	dynamicproperties	occurrenceid	catalognumber	recordnumber	recordedby	individualcount	sex	lifestage	reproductivecondition	behavior	establishmentmeans	occurrencestatus	preparations	disposition	associatedmedia	associatedreferences	associatedsequences	associatedtaxa	othercatalognumbers	occurrenceremarks	organismid	organismname	organismscope	associatedoccurrences	associatedorganisms	previousidentifications	organismremarks	materialsampleid	eventid	fieldnumber	eventdate	eventtime	startdayofyear	enddayofyear	year	month	day	verbatimeventdate	habitat	samplingprotocol	samplingeffort	fieldnotes	eventremarks	locationid	highergeographyid	highergeography	continent	waterbody	islandgroup	island	country	countrycode	stateprovince	county	municipality	locality	verbatimlocality	minimumelevationinmeters	maximumelevationinmeters	verbatimelevation	minimumdepthinmeters	maximumdepthinmeters	verbatimdepth	minimumdistanceabovesurfaceinmeters	maximumdistanceabovesurfaceinmeters	locationaccordingto	locationremarks	decimallatitude	decimallongitude	geodeticdatum	coordinateuncertaintyinmeters	coordinateprecision	verbatimcoordinates	verbatimlatitude	verbatimlongitude	verbatimcoordinatesystem	verbatimsrs	footprintwkt	footprintsrs	georeferencedby	georeferenceddate	georeferenceprotocol	georeferencesources	georeferenceverificationstatus	georeferenceremarks	geologicalcontextid	earliesteonorlowesteonothem	latesteonorhighesteonothem	earliesteraorlowesterathem	latesteraorhighesterathem	earliestperiodorlowestsystem	latestperiodorhighestsystem	earliestepochorlowestseries	latestepochorhighestseries	earliestageorloweststage	latestageorhigheststage	lowestbiostratigraphiczone	highestbiostratigraphiczone	lithostratigraphicterms	group	formation	member	bed	identificationid	identificationqualifier	typestatus	identifiedby	dateidentified	identificationreferences	identificationverificationstatus	identificationremarks	scientificnameid	namepublishedinid	scientificname	acceptednameusage	originalnameusage	namepublishedin	namepublishedinyear	higherclassification	kingdom	phylum	class	order	family	genus	subgenus	specificepithet	infraspecificepithet	taxonrank	verbatimtaxonrank	scientificnameauthorship	vernacularname	nomenclaturalcode	taxonomicstatus	taxonremarks	lengthinmm	lengthtype	lengthunitsinferred	massing	massunitsinferred	underivedlifestage	underivedsex	dataset_url	dataset_citation	gbifdatasetid	gbifpublisherid	dataset_contact_email	dataset_contact	dataset_pubdate	lastindexed	migrator_version	hasmedia	hastissue	wascaptive	isfossil	isarch	vntype	haslength
PhysicalObject	2015-11-12 16:56:10.0	http://creativecommons.org/licenses/by-nc/3.0		http://vertnet.org/resources/norms.html	Denver Museum of Nature & Science. DMNS Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/DMNS:Mamm:9552?seid=525555. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=dmns_mamm (source published on 2016-06-23)	http://arctos.database.museum/guid/DMNS:Mamm:9552	urn:lsid:biocol.org:col:35013			DMNS	Mammal specimens		PreservedSpecimen			sex=female ; hind foot with claw=10 mm; total length=99 mm; tragus length=6 mm; weight=5.9 g; ear from notch=9 mm; tail length=40 mm; forearm length=41 mm; age class=adult ; verbatim preservation date=15 September 1998	http://arctos.database.museum/guid/DMNS:Mamm:9552?seid=525555	9552	Field No.Q7665	Collector(s): Wyoming Game and Fish Department; Preparator(s): Marilyn Allison	1	female	adult					skull; heart, kidney (frozen)						DZTM: Denver Zoology Tissue Mammal=3694; TTU: Texas Tech University=TK.51472; collector number=Field No.Q7665; preparator number=XM.1117	The number TK. 51472 refers to the tissues retained by Texas Tech University only. Cranium broken.	http://arctos.database.museum/guid/DMNS:Mamm:9552					<i>Myotis lucifugus carissima</i> (accepted ID) identified by Wyoming Game and Fish Department on 1997-08-07; method: field					1997-08-07		219	219	1997	08	07	7 August 1997								North America, United States, Idaho, Bonneville County	North America				United States		Idaho	Bonneville County		Idaho Falls	North America, United States, Idaho, Bonneville County, Idaho Falls									unknown		43.466581	-112.034137	not recorded	6822									unknown	2012-07-08	GeoLocate	GeoLocate	unverified																					A		Wyoming Game and Fish Department	1997-08-07		field				Myotis lucifugus carissima					Animalia; Chordata; Mammalia; Chiroptera; Vespertilionidae; Vespertilioninae;	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis		lucifugus	carissima					ICZN			99	total length	0	5.9	0	adult	female		Denver Museum of Nature & Science. DMNS Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=dmns_mamm (source published on 2016-06-23)	5f3463d2-51b6-4a8a-b252-9bab4388934e	a2ef6dd1-8886-48c9-8025-c62bac973cc7	john.demboski@dmns.org	John Demboski	2016-06-23	2017-10-21	no migrator	0	1	0	0		specimen	1
PhysicalObject	2017-12-03	https://creativecommons.org/publicdomain/zero/1.0		http://vertnet.org/resources/norms.html	Natural History Museum of Los Angeles County. LACM Vertebrate Collection. Record ID: 14b676b1-96f8-4d79-a3e3-99cd7fd96bcb. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=lacm_verts (source published on 2018-01-08)	http://portal.vertnet.org/o/lacm/mammals?id=14b676b1-96f8-4d79-a3e3-99cd7fd96bcb	http://biocol.org/urn:lsid:biocol:org:34802	http://biocol.org/urn:lsid:biocol:org:34897		LACM	Mammals	LACM Vertebrates	PreservedSpecimen			{"measurements":"83-35-?-8-243(WS)" }	14b676b1-96f8-4d79-a3e3-99cd7fd96bcb	092214	79	Hoy, N D		male					present	skin | skull							Hoy Collection											1943-01-24		24	24	1943	1	24	24 JAN 1943								| United States | Pennsylvania | Northampton Co |  |  |  |	North America				United States	US	Pennsylvania	Northampton		Durham Iron Mine	United States | Pennsylvania | Northampton Co | Durham Iron Mine											40.58	-75.21167	not recorded (forced WGS84)	1679			40 35  N	075 12 42 W	degrees minutes seconds				Robin Bolig (MSU)		VertNet Georeferencing Guidelines	Pennsylvania Cave Database--per Jim Kennedy, Cave Resources Specialist, Bat Conservational International and Georef Calculator	requires verification	coordinates are for Durham [Iron] Mine in Bucks County																													Myotis lucifugus lucifugus Le Conte, 1831					Chiroptera | Vespertilionidae | Myotis	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis		lucifugus	lucifugus	subspecies				ICZN			83	total length	1	243	1		male		Natural History Museum of Los Angeles County. LACM Vertebrate Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=lacm_verts (source published on 2018-01-08)	7a25f7aa-03fb-4322-aaeb-66719e1a9527	493fe050-055d-11d8-b84f-b8a03c50a862	rfeeney@nhm.org	Rick Feeney	2018-01-08	2018-02-03	2017-12-03	0	0	0	0		specimen	1
PhysicalObject	2017-12-03	https://creativecommons.org/publicdomain/zero/1.0		http://vertnet.org/resources/norms.html	Natural History Museum of Los Angeles County. LACM Vertebrate Collection. Record ID: 4dc65a43-44f4-4fe8-8d19-33bbbd5d6b39. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=lacm_verts (source published on 2018-01-08)	http://portal.vertnet.org/o/lacm/mammals?id=4dc65a43-44f4-4fe8-8d19-33bbbd5d6b39	http://biocol.org/urn:lsid:biocol:org:34802	http://biocol.org/urn:lsid:biocol:org:34897		LACM	Mammals	LACM Vertebrates	PreservedSpecimen			{"measurements":"87-36-9-13-7" }	4dc65a43-44f4-4fe8-8d19-33bbbd5d6b39	072609	4114	Howell, D B; Matson, J O		female		no emb.			present	skin | skull																		1974-08-09		221	221	1974	8	9	09 AUG 1974								| United States | Idaho | Bonner Co |  |  |  |	North America				United States	US	Idaho	Bonner		Priest Lake, .5 mi W	United States | Idaho | Bonner Co | Priest Lake, .5 mi W			823								48.6091	-116.8787	NAD27	15548			48 36 33 N	116 52 43 W	decimal degrees				Gary W. Shugart (PSM)		VertNet Georeferencing Guidelines	Topo USA 4.0	requires verification	midpoint rather than dam, lake is huge - 19 mi N to S																													Myotis lucifugus alascensis Miller, 1897					Chiroptera | Vespertilionidae | Myotis	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis		lucifugus	alascensis	subspecies				ICZN			87	total length	1	7	1		female		Natural History Museum of Los Angeles County. LACM Vertebrate Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=lacm_verts (source published on 2018-01-08)	7a25f7aa-03fb-4322-aaeb-66719e1a9527	493fe050-055d-11d8-b84f-b8a03c50a862	rfeeney@nhm.org	Rick Feeney	2018-01-08	2018-02-03	2017-12-03	0	0	0	0		specimen	1
PhysicalObject	2017-12-03	https://creativecommons.org/publicdomain/zero/1.0		http://vertnet.org/resources/norms.html	Natural History Museum of Los Angeles County. LACM Vertebrate Collection. Record ID: 50da94f7-b3d8-497d-bfca-4d278925eaff. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=lacm_verts (source published on 2018-01-08)	http://portal.vertnet.org/o/lacm/mammals?id=50da94f7-b3d8-497d-bfca-4d278925eaff	http://biocol.org/urn:lsid:biocol:org:34802	http://biocol.org/urn:lsid:biocol:org:34897		LACM	Mammals	LACM Vertebrates	PreservedSpecimen			{"measurements":"82-33-15-9-16-36" }	50da94f7-b3d8-497d-bfca-4d278925eaff	069384	406	Constantine, D G		female					present	skin | skull																		1943-06-30		181	181	1943	6	30	30 JUN 1943								| United States | Pennsylvania | Bedford Co |  |  |  |	North America				United States	US	Pennsylvania	Bedford		Waterside	United States | Pennsylvania | Bedford Co | Waterside											40.1896	-78.3766	NAD27	1154			40 11 23 N	078 22 36 W	decimal degrees				Robin Bolig (MSU)		VertNet Georeferencing Guidelines	TopoZone.com 1:24/25,000	requires verification																														Myotis lucifugus lucifugus Le Conte, 1831					Chiroptera | Vespertilionidae | Myotis	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis		lucifugus	lucifugus	subspecies				ICZN			82	total length	1	36	1		female		Natural History Museum of Los Angeles County. LACM Vertebrate Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=lacm_verts (source published on 2018-01-08)	7a25f7aa-03fb-4322-aaeb-66719e1a9527	493fe050-055d-11d8-b84f-b8a03c50a862	rfeeney@nhm.org	Rick Feeney	2018-01-08	2018-02-03	2017-12-03	0	0	0	0		specimen	1
PhysicalObject	2017-12-03	https://creativecommons.org/publicdomain/zero/1.0		http://vertnet.org/resources/norms.html	Natural History Museum of Los Angeles County. LACM Vertebrate Collection. Record ID: 69deba9a-a891-46d9-ba9a-70c2f0b2ad3c. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=lacm_verts (source published on 2018-01-08)	http://portal.vertnet.org/o/lacm/mammals?id=69deba9a-a891-46d9-ba9a-70c2f0b2ad3c	http://biocol.org/urn:lsid:biocol:org:34802	http://biocol.org/urn:lsid:biocol:org:34897		LACM	Mammals	LACM Vertebrates	PreservedSpecimen			{"measurements":"77-31-8-13-9" }	69deba9a-a891-46d9-ba9a-70c2f0b2ad3c	072613	4123	Howell, D B; Matson, J O		female		no emb.			present	skin | skull																		1974-08-08		220	220	1974	8	8	08 AUG 1974								| United States | Idaho | Bonner Co |  |  |  |	North America				United States	US	Idaho	Bonner		Priest Lake, .5 mi W	United States | Idaho | Bonner Co | Priest Lake, .5 mi W			823								48.6091	-116.8787	NAD27	15548			48 36 33 N	116 52 43 W	decimal degrees				Gary W. Shugart (PSM)		VertNet Georeferencing Guidelines	Topo USA 4.0	requires verification	midpoint rather than dam, lake is huge - 19 mi N to S																													Myotis lucifugus alascensis Miller, 1897					Chiroptera | Vespertilionidae | Myotis	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis		lucifugus	alascensis	subspecies				ICZN			77	total length	1	9	1		female		Natural History Museum of Los Angeles County. LACM Vertebrate Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=lacm_verts (source published on 2018-01-08)	7a25f7aa-03fb-4322-aaeb-66719e1a9527	493fe050-055d-11d8-b84f-b8a03c50a862	rfeeney@nhm.org	Rick Feeney	2018-01-08	2018-02-03	2017-12-03	0	0	0	0		specimen	1
PhysicalObject	2017-12-03	https://creativecommons.org/publicdomain/zero/1.0		http://vertnet.org/resources/norms.html	Natural History Museum of Los Angeles County. LACM Vertebrate Collection. Record ID: a738ba5c-615e-45b0-a682-811efd3d5909. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=lacm_verts (source published on 2018-01-08)	http://portal.vertnet.org/o/lacm/mammals?id=a738ba5c-615e-45b0-a682-811efd3d5909	http://biocol.org/urn:lsid:biocol:org:34802	http://biocol.org/urn:lsid:biocol:org:34897		LACM	Mammals	LACM Vertebrates	PreservedSpecimen			{"measurements":"85-35-9-14-7" }	a738ba5c-615e-45b0-a682-811efd3d5909	072611	4118	Howell, D B; Matson, J O		female		no emb.			present	skin | skull																		1974-08-09		221	221	1974	8	9	09 AUG 1974								| United States | Idaho | Bonner Co |  |  |  |	North America				United States	US	Idaho	Bonner		Priest Lake, .5 mi W	United States | Idaho | Bonner Co | Priest Lake, .5 mi W			823								48.6091	-116.8787	NAD27	15548			48 36 33 N	116 52 43 W	decimal degrees				Gary W. Shugart (PSM)		VertNet Georeferencing Guidelines	Topo USA 4.0	requires verification	midpoint rather than dam, lake is huge - 19 mi N to S																													Myotis lucifugus alascensis Miller, 1897					Chiroptera | Vespertilionidae | Myotis	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis		lucifugus	alascensis	subspecies				ICZN			85	total length	1	7	1		female		Natural History Museum of Los Angeles County. LACM Vertebrate Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=lacm_verts (source published on 2018-01-08)	7a25f7aa-03fb-4322-aaeb-66719e1a9527	493fe050-055d-11d8-b84f-b8a03c50a862	rfeeney@nhm.org	Rick Feeney	2018-01-08	2018-02-03	2017-12-03	0	0	0	0		specimen	1
PhysicalObject	2017-12-03	https://creativecommons.org/publicdomain/zero/1.0		http://vertnet.org/resources/norms.html	Natural History Museum of Los Angeles County. LACM Vertebrate Collection. Record ID: acdeb30d-7c98-4484-b5a3-fc3edd835388. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=lacm_verts (source published on 2018-01-08)	http://portal.vertnet.org/o/lacm/mammals?id=acdeb30d-7c98-4484-b5a3-fc3edd835388	http://biocol.org/urn:lsid:biocol:org:34802	http://biocol.org/urn:lsid:biocol:org:34897		LACM	Mammals	LACM Vertebrates	PreservedSpecimen			{"measurements":"98-38-10-15-36.5-16" }	acdeb30d-7c98-4484-b5a3-fc3edd835388	069364	DGC 126	Constantine, D G		female					present	skin in alcohol																		1943-04-20		110	110	1943	4	20	20 APR 1943								| United States | California | Riverside Co |  |  |  |	North America				United States	US	California	Riverside		Blythe	United States | California | Riverside Co | Blythe											33.6085584	-114.5925739	NAD27	1067			33 36 31 N	114 35 33 W	decimal degrees				Catherine E. Dana (MVZ)			Terrain Navigator 3.02 USGS 1:24,000	requires verification	point is in Blythe																													Myotis lucifugus Le Conte, 1831					Chiroptera | Vespertilionidae | Myotis	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis		lucifugus		species				ICZN			98	total length	1	16	1		female		Natural History Museum of Los Angeles County. LACM Vertebrate Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=lacm_verts (source published on 2018-01-08)	7a25f7aa-03fb-4322-aaeb-66719e1a9527	493fe050-055d-11d8-b84f-b8a03c50a862	rfeeney@nhm.org	Rick Feeney	2018-01-08	2018-02-03	2017-12-03	0	0	0	0		specimen	1
PhysicalObject	2017-12-03	https://creativecommons.org/publicdomain/zero/1.0		http://vertnet.org/resources/norms.html	Natural History Museum of Los Angeles County. LACM Vertebrate Collection. Record ID: da8c9fad-fa63-4e2d-858e-5b63afb667f4. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=lacm_verts (source published on 2018-01-08)	http://portal.vertnet.org/o/lacm/mammals?id=da8c9fad-fa63-4e2d-858e-5b63afb667f4	http://biocol.org/urn:lsid:biocol:org:34802	http://biocol.org/urn:lsid:biocol:org:34897		LACM	Mammals	LACM Vertebrates	PreservedSpecimen			{"measurements":"83-33-?-8-242(WS)" }	da8c9fad-fa63-4e2d-858e-5b63afb667f4	092216	81	Hoy, N D		male					present	skin | skull							Hoy Collection											1943-01-24		24	24	1943	1	24	24 JAN 1943								| United States | Pennsylvania | Northampton Co |  |  |  |	North America				United States	US	Pennsylvania	Northampton		Durham Iron Mine	United States | Pennsylvania | Northampton Co | Durham Iron Mine											40.58	-75.21167	not recorded (forced WGS84)	1679			40 35  N	075 12 42 W	degrees minutes seconds				Robin Bolig (MSU)		VertNet Georeferencing Guidelines	Pennsylvania Cave Database--per Jim Kennedy, Cave Resources Specialist, Bat Conservational International and Georef Calculator	requires verification	coordinates are for Durham [Iron] Mine in Bucks County																													Myotis lucifugus lucifugus Le Conte, 1831					Chiroptera | Vespertilionidae | Myotis	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis		lucifugus	lucifugus	subspecies				ICZN			83	total length	1	242	1		male		Natural History Museum of Los Angeles County. LACM Vertebrate Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=lacm_verts (source published on 2018-01-08)	7a25f7aa-03fb-4322-aaeb-66719e1a9527	493fe050-055d-11d8-b84f-b8a03c50a862	rfeeney@nhm.org	Rick Feeney	2018-01-08	2018-02-03	2017-12-03	0	0	0	0		specimen	1
PhysicalObject	2017-12-03	https://creativecommons.org/publicdomain/zero/1.0		http://vertnet.org/resources/norms.html	Natural History Museum of Los Angeles County. LACM Vertebrate Collection. Record ID: daddb265-316c-41b3-b457-dea14a37d8b7. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=lacm_verts (source published on 2018-01-08)	http://portal.vertnet.org/o/lacm/mammals?id=daddb265-316c-41b3-b457-dea14a37d8b7	http://biocol.org/urn:lsid:biocol:org:34802	http://biocol.org/urn:lsid:biocol:org:34897		LACM	Mammals	LACM Vertebrates	PreservedSpecimen			{"measurements":"91-39-9-14-8" }	daddb265-316c-41b3-b457-dea14a37d8b7	072608	4113	Howell, D B; Matson, J O		female		no emb.			present	skin | skull																		1974-08-09		221	221	1974	8	9	09 AUG 1974								| United States | Idaho | Bonner Co |  |  |  |	North America				United States	US	Idaho	Bonner		Priest Lake, .5 mi W	United States | Idaho | Bonner Co | Priest Lake, .5 mi W			823								48.6091	-116.8787	NAD27	15548			48 36 33 N	116 52 43 W	decimal degrees				Gary W. Shugart (PSM)		VertNet Georeferencing Guidelines	Topo USA 4.0	requires verification	midpoint rather than dam, lake is huge - 19 mi N to S																													Myotis lucifugus alascensis Miller, 1897					Chiroptera | Vespertilionidae | Myotis	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis		lucifugus	alascensis	subspecies				ICZN			91	total length	1	8	1		female		Natural History Museum of Los Angeles County. LACM Vertebrate Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=lacm_verts (source published on 2018-01-08)	7a25f7aa-03fb-4322-aaeb-66719e1a9527	493fe050-055d-11d8-b84f-b8a03c50a862	rfeeney@nhm.org	Rick Feeney	2018-01-08	2018-02-03	2017-12-03	0	0	0	0		specimen	1
PhysicalObject	2017-12-03	https://creativecommons.org/publicdomain/zero/1.0		http://vertnet.org/resources/norms.html	Natural History Museum of Los Angeles County. LACM Vertebrate Collection. Record ID: ebaa0826-d92c-49f2-bf4c-accb70b56077. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=lacm_verts (source published on 2018-01-08)	http://portal.vertnet.org/o/lacm/mammals?id=ebaa0826-d92c-49f2-bf4c-accb70b56077	http://biocol.org/urn:lsid:biocol:org:34802	http://biocol.org/urn:lsid:biocol:org:34897		LACM	Mammals	LACM Vertebrates	PreservedSpecimen			{"measurements":"83-34-9-13-7" }	ebaa0826-d92c-49f2-bf4c-accb70b56077	072612	4121	Howell, D B; Matson, J O		male					present	skin | skull																		1974-08-08		220	220	1974	8	8	08 AUG 1974								| United States | Idaho | Bonner Co |  |  |  |	North America				United States	US	Idaho	Bonner		Priest Lake, .5 mi W	United States | Idaho | Bonner Co | Priest Lake, .5 mi W			823								48.6091	-116.8787	NAD27	15548			48 36 33 N	116 52 43 W	decimal degrees				Gary W. Shugart (PSM)		VertNet Georeferencing Guidelines	Topo USA 4.0	requires verification	midpoint rather than dam, lake is huge - 19 mi N to S																													Myotis lucifugus alascensis Miller, 1897					Chiroptera | Vespertilionidae | Myotis	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis		lucifugus	alascensis	subspecies				ICZN			83	total length	1	7	1		male		Natural History Museum of Los Angeles County. LACM Vertebrate Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=lacm_verts (source published on 2018-01-08)	7a25f7aa-03fb-4322-aaeb-66719e1a9527	493fe050-055d-11d8-b84f-b8a03c50a862	rfeeney@nhm.org	Rick Feeney	2018-01-08	2018-02-03	2017-12-03	0	0	0	0		specimen	1
PhysicalObject	2015-08-10 12:56:46.0	http://arctosdb.org/home/data/		http://www.vertnet.org/resources/norms.html	Museum of Southwestern Biology. MSB Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MSB:Mamm:119947?seid=303756. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm (source published on 2016-06-23)	http://arctos.database.museum/guid/MSB:Mamm:119947	urn:lsid:biocol.org:col:34495			MSB	Mammal specimens		PreservedSpecimen			sex=male ; total length=76 mm; tail length=32 mm; hind foot with claw=9 mm; ear from notch=12 mm; weight=4 g	http://arctos.database.museum/guid/MSB:Mamm:119947?seid=303756	119947		Collector(s): Dave J. Worthington	1	male						whole organism (alcohol)						USGS: U.S. Geological Survey=BS/FC 19947; preparator number=DJW 316		http://arctos.database.museum/guid/MSB:Mamm:119947					<i>Myotis lucifugus carissma</i> (accepted ID) identified by unknown on 2005-03-08; method: legacy					1993-05-31		151	151	1993	05	31	31-May-1993								North America, United States, Montana, Carbon County	North America				United States		Montana	Carbon County		16.5 miles north and 8 miles east of Cowley, Wyoming at Mystery Cave	Mystery Cave, 16.5 mi N, 8 mi E Cowley, Wyoming									unknown		45.124536	-108.30448	not recorded	400									unknown	2012-07-08	GeoLocate	GeoLocate	unverified																					A		unknown	2005-03-08		legacy				Myotis lucifugus carissma					Animalia; Chordata; Mammalia; Chiroptera; Vespertilionidae; Vespertilioninae;	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis		lucifugus	carissma					ICZN			76	total length	0	4	0		male		Museum of Southwestern Biology. MSB Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm (source published on 2016-06-23)	b15d4952-7d20-46f1-8a3e-556a512b04c5	939ed180-aa7b-11db-8edf-b8a03c50a862	cookjose@unm.edu	Joseph Cook	2016-06-23	2017-10-21	no migrator	0	0	0	0		specimen	1
PhysicalObject	2017-07-25 20:28:53.0	http://arctosdb.org/home/data/		http://www.vertnet.org/resources/norms.html	Museum of Southwestern Biology. MSB Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MSB:Mamm:120704?seid=1803454. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm (source published on 2016-06-23)	http://arctos.database.museum/guid/MSB:Mamm:120704	urn:lsid:biocol.org:col:34495			MSB	Mammal specimens		PreservedSpecimen			sex=female ; total length=93 mm; tail length=34 mm; hind foot with claw=10 mm; ear from notch=14 mm; weight=6 g	http://arctos.database.museum/guid/MSB:Mamm:120704?seid=1803454	120704		Collector(s): Ernest W. Valdez; Preparator(s): Ernest W. Valdez	1	female						skin; skull; skeleton, postcranial; liver (frozen); heart, kidney (frozen); liver (frozen) sample						NK=9999; USGS: U.S. Geological Survey=BS/FC 20704; preparator number=EWV 930	NK 09999	http://arctos.database.museum/guid/MSB:Mamm:120704					<i>Myotis occultus</i> (accepted ID) identified by Michael A. Bogan, Tony R. Mollhagen on 2008-11-11; method: expert<br><i>Myotis lucifugus occultus</i> identified by unknown on 2005-03-08; method: legacy					1994-07-13		194	194	1994	07	13	13-Jul-1994								North America, United States, New Mexico, Socorro County, Bosque del Apache National Wildlife Refuge	North America				United States		New Mexico	Socorro County		3.9 miles north of the Headquarters, Unit 3	Bosque del Apache NWR, 3.9 mi N Headquarters, Unit 3									unknown		33.860828	-106.891802	not recorded	1000									unknown	2012-07-08	not recorded	Google Earth	unverified																					A		Michael A. Bogan, Tony R. Mollhagen	2008-11-11		expert				Myotis occultus					Animalia; Chordata; Mammalia; Chiroptera; Vespertilionidae; Vespertilioninae;  Hollister, 1909	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis		occultus						ICZN			93	total length	0	6	0		female		Museum of Southwestern Biology. MSB Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm (source published on 2016-06-23)	b15d4952-7d20-46f1-8a3e-556a512b04c5	939ed180-aa7b-11db-8edf-b8a03c50a862	cookjose@unm.edu	Joseph Cook	2016-06-23	2017-10-21	no migrator	0	1	0	0		specimen	1
PhysicalObject	2017-04-03 14:26:47.0	http://arctosdb.org/home/data/		http://www.vertnet.org/resources/norms.html	Museum of Southwestern Biology. MSB Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MSB:Mamm:122253?seid=1003434. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm (source published on 2016-06-23)	http://arctos.database.museum/guid/MSB:Mamm:122253	urn:lsid:biocol.org:col:34495			MSB	Mammal specimens		PreservedSpecimen			sex=unknown	http://arctos.database.museum/guid/MSB:Mamm:122253?seid=1003434	122253		Collector(s): Keith Geluso	1	undetermined	juv					whole organism (alcohol)						U. S. National Park Service catalog=FOLA; USGS: U.S. Geological Survey=BS/FC 22253; preparator number=KG 428	juv; 69-22-10-10=5.0	http://arctos.database.museum/guid/MSB:Mamm:122253					<i>Myotis lucifugus carissma</i> (accepted ID) identified by unknown on 2005-03-08; method: legacy					1997-07-04		185	185	1997	07	04	04-Jul-1997								North America, United States, Wyoming, Goshen County, Fort Laramie National Historic Site	North America				United States		Wyoming	Goshen County		Cavalry Barracks	Fort Laramie National Historic Site, Cavalry Barracks									unknown		42.204728	-104.556446	not recorded	77									unknown	2012-07-08	GeoLocate	GeoLocate	unverified																					A		unknown	2005-03-08		legacy				Myotis lucifugus carissma					Animalia; Chordata; Mammalia; Chiroptera; Vespertilionidae; Vespertilioninae;	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis		lucifugus	carissma					ICZN			69	total length	1	5.0	1		unknown		Museum of Southwestern Biology. MSB Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm (source published on 2016-06-23)	b15d4952-7d20-46f1-8a3e-556a512b04c5	939ed180-aa7b-11db-8edf-b8a03c50a862	cookjose@unm.edu	Joseph Cook	2016-06-23	2017-10-21	no migrator	0	0	0	0		specimen	1
